Article_Title,PMC_ID,DOI,ACK,ACKNOWLEDGEMENT,FUNDING,FOOTNOTES
"Prevalence and factors associated with overweight or obesity among 2- to 6-year-old children in Hunan, China: a cross-sectional study",9991611,10.1017/S136898002200012X,NA,"Acknowledgements: We thank the staff members at the Health Committee in Hunan for their guidance during the research project. We also thank the staff members of Maternity and Child Care Hospitals in Hunan selected children and their parents. Financial support: This work was supported by the project of the Hunan Health Committee (Grant No. 20201923), the Key Research & Development Plan, Hunan, China (Grant No. 2020SK2066) and Science and Technology Program of Changsha, China (kh2003010). Authorship: N.L. collected, analysed and interpreted the data and drafted the manuscript. Q.L., Z.G. and M.S. contributed to interpret the data and critically revised the manuscript for important intellectual content. X.C., C.P. and B.W. contributed to acquisition of data. H.L. and G.H. helped to design the study and recruited the participants. J.W. contributed to conception, design, interpretation of data and critically revised the manuscript for important intellectual content. All authors reviewed and approved the manuscript. Ethics of human subject participation: The current study was conducted according to the guidelines laid down in the Declaration of Helsinki, and all procedures involving research study participants were approved by the Ethics Committee of Xiang-Ya Hospital, Central South University on 23 September 2019, under the number 201909876. Written informed consent was obtained from all parents or guardians of the children.",NA,NA
Tocilizumab in COVID-19 management: addressing time of starting treatment,9986926,10.1136/ejhpharm-2021-003149,NA,NA,NA,NA
‘Growth hormone deficiency’ or rather ‘short stature unresponsive to stimulation tests’?,9985715,10.1136/archdischild-2021-323426,NA,NA,NA,NA
Organ Procurement from Potential Donors with a History of COVID-19 Vaccination,9985136,na,NA,NA,NA,NA
Reversible Acute Lung Injury due to Bleomycin,9985134,na,NA,NA,NA,NA
Successful Treatment of Encephalitis Following SARS-Cov-2 Infection: A Case Report,9985132,na,NA,NA,NA,NA
Epidemiology of Asthma in Patients with COVID-19: Investigation of Respiratory Allergy as a Risk Factor for COVID-19 Severity,9985130,na,NA,NA,NA,NA
Pulmonary Artery Sling Associated with Stridor from Early Infancy: A Case Report,9985128,na,NA,NA,NA,NA
Safe Practice of Flexible Bronchoscopy for Non-COVID-19 Indications during the SARS-CoV-2 Pandemic,9985126,na,NA,We acknowledge the bronchoscopy nurses and assistants for their contribution in the study during the COVID-19 pandemic.,NA,NA
Clinical Presentations of the Survivor and Non-survivor Hospitalized Patients with COVID-19 in the Golestan Province of Iran during the First Peak of the Epidemics,9985124,na,NA,NA,NA,NA
Chronic Pain in Patients with Chronic Obstructive Pulmonary Disease: A Cross Sectional Study,9985122,na,NA,"The authors would like to thank the staff members of the Department of Pulmonology for their contribution to the realization of this study, and all the patients who accepted to participate in it.",NA,NA
Asthma Management System in Primary Care Based on Global Initiative for Asthma and Snell’s Drug Interaction: Accuracy and Usability,9985120,na,NA,This work was supported by Iran University of Medical Sciences under Grant 97-3-37-13128 and ethics approval Number IR.IUMS.REC.1397.658. We would like to thank the people who participated in the study.,NA,NA
Uncommon Complications of Lung Transplantation in a Referral Center,9985118,na,NA,"This research was supported by the Lung Transplantation Research Center (LTRC), National Research Institute of Tuberculosis and Lung Diseases (NRITLD), Shahid Beheshti University of Medical Sciences, Tehran, Iran. We thank our colleagues from the Chronic Respiratory Diseases Research Center, NRITLD, Shahid Beheshti University of Medical Sciences, Tehran, Iran, who provided insight and expertise that greatly assisted the research.",NA,NA
Inhibition of phosphorylated calcium/calmodulin-dependent protein kinase IIα relieves streptozotocin-induced diabetic neuropathic pain through regulation of P2X3 receptor in dorsal root ganglia,9984656,10.1007/s11302-021-09829-z,NA,NA,"This research was supported by the National Natural Science Foundation of China (81774389 to Y.L.J. and 81804181 to X.F.H) and the Key Laboratory of Acupuncture and Neurology of Zhejiang Province (2019E10011), the National Undergraduate Innovation and Entrepreneurship Training Program (202110344013).",NA
Identification of coagulase negative staphylococcal species from bovine mastitis in India,9984147,10.22099/IJVR.2022.43698.6406,NA," The authors are thankful to the Sri Venkateswara Veterinary University for supporting the study. Also, we received no external funding/grant support for this study.",NA,NA
Decellularized xenogenic bone graft for repair of segmental bone defect in rabbits,9984145,10.22099/IJVR.2022.40785.5906,NA," The authors are highly thankful to the Director of Indian Veterinary Research Institute, Izatnagar for providing the facility to carry out this research and also highly acknowledged the DBT(BT/PR1167/MED/32/ 172/2011), Ministry of Science and Technology, Government of India for providing fund.",NA,NA
"Molecular evidence, risk factors analysis, and hematological alterations associated with Theileria spp. spillover in captive wild mouflon sheep in Punjab, Pakistan",9984143,10.22099/IJVR.2022.43496.6362,NA," All the authors pay a vote of thanks to the Medicine Research Laboratory, University of Veterinary and Animal Sciences, Lahore for the provision of materials and instruments during the research.",NA,NA
A study on clinical diagnosis of tuberculosis in free ranging and captive wild animals of India,9984141,10.22099/IJVR.2022.44272.6512,NA," The authors are thankful to the Director, ICAR-IVRI, and Directors of all national parks, zoological parks, safaris and rescue centers for providing necessary facilities to conduct the study.",NA,NA
“A statistically non-significant difference”: Do we have to change the rules or our way of thinking?,9984139,10.22099/IJVR.2022.44044.6470,NA, This research was funded by Shiraz University.,NA,NA
"
Sarcocystis
cruzi in Egyptian slaughtered cattle (Bos taurus): epidemiology, morphology and molecular description of the findings",9984137,10.22099/IJVR.2022.43498.6363,NA," We would like to sincerely thank the members of the Faculty of Veterinary Medicine, South Valley University, Qena for their support of this research. Also, we would like to acknowledge the Deanship of postgraduate and scientific research, South Valley University for supporting this research.",NA,NA
